ID,Age,Gender,Ethnicity,parent edu,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
607,17,female,CaucAsian,high school,17.58408675,6,no,2,0,0,0,0,2.559070355,2
608,18,female,Asian,bachelor,0.260204269,15,no,3,1,1,1,0,2.457651022,3
609,18,female,African American, school,18.8950016,22,yes,2,0,0,0,0,1.226741286,4
610,18,female,Asian,bachelor,9.784324974,15,no,1,0,0,0,1,1.590433098,4
611,15,female,CaucAsian,bachelor,6.838689871,28,no,1,1,0,0,0,0.310669533,4
612,16,female,African American,high school,18.4843687,11,yes,3,1,0,0,0,2.771810659,2
613,18,male,African American,none,0.487819862,13,no,1,1,0,0,0,1.582682992,4
614,16,male,Asian,bachelor,11.6284979,23,yes,0,1,0,0,1,1.105587098,4
615,16,female,others,high school,10.97865049,17,no,4,0,0,0,0,2.300296135,3
616,17,male,CaucAsian, school,4.386408024,26,yes,4,1,1,0,0,0.991883698,4
617,15,female,African American,high school,8.577748627,27,no,2,0,1,1,1,0.165110622,4
618,18,male,CaucAsian,higher,13.04528012,17,no,0,0,0,0,0,0.989329921,4
619,17,female,African American,higher,14.54262394,15,no,3,1,0,1,0,2.230253521,3
620,17,female,CaucAsian,high school,0.014337174,19,no,3,1,0,0,0,1.383528078,4
621,18,male,CaucAsian,high school,18.7370686,15,no,1,1,1,0,0,2.131405263,3
622,16,male,CaucAsian, school,3.290507448,12,no,1,1,0,1,0,1.868276923,4
623,17,female,African American,higher,4.671608684,25,no,3,1,0,1,0,1.247481944,4
624,16,female,CaucAsian,bachelor,5.269468914,28,no,4,0,0,0,0,0.299907548,4
625,15,male,Asian,high school,0.756402731,8,no,3,1,0,0,1,2.705195695,2
626,16,male,CaucAsian,bachelor,2.461042472,25,no,1,1,1,1,0,0.897938092,4
627,15,female,CaucAsian,bachelor,19.72699846,27,no,2,1,1,0,0,1.391731791,4
628,16,male,Asian,high school,6.304334748,8,no,3,0,0,0,0,2.150546166,3
629,17,female,CaucAsian,bachelor,2.306021807,12,no,1,0,0,0,0,1.448741242,4
630,17,female,CaucAsian,none,2.139825223,28,no,1,1,0,1,0,0,4
631,15,female,African American,none,14.38919935,3,yes,1,0,0,0,0,3.091715028,1
632,18,female,CaucAsian,high school,17.09137328,8,no,2,0,0,0,0,2.576927695,2
633,15,male,CaucAsian,high school,5.13904599,14,no,2,0,0,0,0,1.955872527,4
634,15,male,CaucAsian,high school,0.418190247,13,no,3,0,1,0,0,1.878708344,4
635,16,male,others,bachelor,4.461800369,18,yes,3,1,1,0,0,1.630400132,4
636,16,male,African American,high school,1.130313816,11,no,4,0,0,1,0,2.37274811,3
637,15,male,African American,high school,2.067898733,20,yes,3,1,0,0,0,1.279370611,4
638,17,male,African American,high school,8.630162397,25,no,1,0,0,0,1,0.155004788,4
639,16,male,CaucAsian,higher,4.598367417,24,yes,2,0,1,1,1,1.278347034,4
640,18,female,CaucAsian,bachelor,10.31891757,5,no,2,0,1,0,0,2.655993566,2
641,16,male,Asian,bachelor,5.069875065,2,no,0,1,0,1,0,2.682316053,2
642,16,male,CaucAsian,bachelor,18.81074602,25,no,4,0,1,0,0,1.644819939,4
643,18,female,CaucAsian,higher,18.11887936,24,yes,0,1,1,0,0,1.396278438,4
644,15,male,CaucAsian,high school,11.3361221,21,yes,2,1,0,0,0,1.609486799,4
645,18,male,CaucAsian,bachelor,7.08847984,19,no,2,1,0,1,0,1.187367525,4
646,15,female,others,bachelor,7.622937641,15,no,2,1,0,1,0,2.019797023,3
647,15,male,CaucAsian,bachelor,8.237045663,29,no,3,0,0,0,1,0.241625628,4
648,15,male,African American,none,14.55158644,19,no,2,0,0,0,0,1.247725194,4
649,18,male,CaucAsian,bachelor,9.03277991,23,no,1,0,0,1,0,0.852682363,4
650,15,female,others,none,17.13459893,22,no,1,0,0,0,0,0.965700989,4
651,17,male,CaucAsian,bachelor,18.88189572,16,yes,4,1,1,0,0,2.423800752,3
652,18,male,CaucAsian,bachelor,6.718923068,15,no,1,1,0,0,0,1.741968167,4
653,17,female,Asian,high school,11.21388963,5,no,1,0,0,1,0,2.845925776,2
654,15,male,Asian, school,1.901130737,7,no,2,0,0,0,0,2.039564398,3
655,16,female,CaucAsian,none,4.009380955,18,yes,1,1,0,0,0,1.54206374,4
656,15,female,CaucAsian, school,8.269315334,29,yes,2,0,0,1,0,0.730779602,4
657,17,male,CaucAsian,bachelor,4.124054318,24,no,3,1,0,0,0,0.499987778,4
658,17,female,CaucAsian,high school,17.53120982,25,yes,3,0,0,0,0,1.122889381,4
659,18,female,CaucAsian,high school,3.165725121,1,yes,3,0,1,0,0,2.959492728,2
660,16,male,CaucAsian,higher,9.113216431,13,no,1,1,1,1,0,2.30020524,3
661,18,female,CaucAsian,none,12.11398481,21,no,2,0,1,0,0,1.352720764,4
662,17,female,CaucAsian,high school,13.83727816,11,yes,0,1,0,0,0,2.134062038,3
663,15,male,African American,high school,7.661387395,16,no,0,1,0,0,1,1.29979432,4
664,16,male,others,bachelor,17.38198137,27,no,2,1,0,0,0,0.747833944,4
665,15,male,African American,bachelor,11.36638302,26,no,1,1,1,1,0,0.532923204,4
666,15,female,CaucAsian,high school,8.790155609,14,no,3,0,0,0,0,2.07376979,3
667,16,male,CaucAsian,high school,1.344812681,17,yes,3,1,1,0,0,1.991379364,4
668,18,female,others,high school,9.293789369,15,no,3,1,0,0,1,1.8999596,4
669,15,female,CaucAsian,high school,16.41471682,12,no,3,1,1,0,0,2.614883942,2
670,17,female,CaucAsian,bachelor,12.29082036,20,yes,0,1,1,1,0,1.810270744,4
671,15,female,African American,bachelor,16.64324907,16,no,2,1,0,0,0,1.581931481,4
672,16,female,African American,high school,9.880233412,7,no,1,0,1,0,0,2.271332803,3
673,16,female,African American,high school,2.369234102,0,yes,2,1,0,0,0,3.363670491,1
674,16,female,CaucAsian,high school,0.272796917,28,no,1,1,1,0,0,0.48129848,4
675,18,male,CaucAsian,higher,6.064390934,24,no,0,1,1,0,0,0.199927379,4
676,15,male,others,higher,13.95980943,25,no,2,0,1,1,1,1.268008751,4
677,18,female,CaucAsian, school,15.80519808,26,no,3,1,0,0,0,0.882552454,4
678,18,female,African American,high school,5.915056692,2,yes,3,0,0,0,0,3.120136639,1
679,16,male,Asian,none,9.913078418,15,no,2,0,1,0,1,1.804154692,4
680,16,female,African American,high school,8.422378089,27,no,2,1,1,1,0,0.681703644,4
681,18,male,CaucAsian,high school,8.210455687,1,no,2,1,0,0,1,2.898261817,2
682,15,male,CaucAsian,bachelor,4.626974264,14,no,3,0,0,0,1,1.730318003,4
683,17,male,African American,bachelor,2.727422101,0,yes,0,1,0,1,0,3.560791672,0
684,18,female,Asian, school,3.933771165,8,yes,3,0,1,0,0,2.528774574,2
685,15,female,others, school,1.106647743,15,yes,2,0,1,0,0,1.592387858,4
686,16,male,CaucAsian,high school,3.962614836,3,no,1,0,0,1,1,2.374130972,3
687,16,male,CaucAsian,bachelor,0.184017953,11,yes,0,1,0,0,0,1.81040948,4
688,15,male,others,high school,12.54516801,0,no,1,0,0,0,0,2.829826431,2
689,17,male,Asian,none,6.327508148,0,yes,2,0,0,0,1,3.047602089,1
690,16,male,Asian,bachelor,19.46289423,6,yes,3,1,1,0,0,3.62592173,0
691,16,female,CaucAsian,none,3.874341016,17,no,2,0,0,0,1,0.927321545,4
692,16,male,African American,bachelor,6.916571406,22,no,2,1,0,0,0,1.331958949,4
693,15,female,Asian,high school,7.156823173,27,no,4,1,1,0,1,0.779551722,4
694,18,male,African American,bachelor,0.169029921,22,no,1,1,0,0,0,0.881358447,4
695,16,female,CaucAsian,bachelor,16.78415906,14,yes,1,0,0,0,0,2.398121086,3
696,18,female,CaucAsian,high school,0.639889203,25,no,2,0,1,0,0,0.758814269,4
697,17,female,African American, school,18.80359669,29,no,3,1,0,0,0,1.028865596,4
698,16,female,CaucAsian,high school,17.84148702,24,no,3,0,1,0,0,1.444476695,4
699,16,female,CaucAsian,bachelor,10.71043832,12,yes,2,0,0,0,0,2.214067459,3
700,17,female,others,bachelor,10.8719115,15,no,4,0,1,1,0,2.511918088,2
701,16,male,CaucAsian,bachelor,13.07555846,6,no,3,0,0,0,0,2.690149803,2
702,18,female,Asian,higher,7.741000239,15,no,0,1,0,0,0,1.605274386,4
703,15,male,CaucAsian,high school,12.94444567,12,no,3,1,0,1,1,2.709889487,2
704,18,female,African American,bachelor,0.895367774,13,no,0,0,1,0,0,1.528563501,4
705,15,female,others,bachelor,1.080952547,16,yes,3,0,1,0,0,1.778569202,4
706,15,male,CaucAsian, school,9.144608392,11,no,1,1,0,0,0,2.121964059,3
707,18,female,CaucAsian,high school,10.99244602,28,no,3,0,0,0,0,0.405904831,4
708,18,male,CaucAsian,bachelor,17.75635281,23,no,2,1,0,0,0,1.123926328,4
709,18,male,CaucAsian,bachelor,2.093212678,23,no,3,0,0,0,0,0.870330411,4
710,18,male,Asian,high school,16.45295854,19,no,2,1,1,0,0,1.822829208,4
711,17,male,others,bachelor,4.200946746,12,no,3,1,0,0,0,2.231182932,3
712,16,female,CaucAsian,high school,7.88167297,23,no,1,0,1,1,0,0.966967717,4
713,15,female,CaucAsian,bachelor,6.332048697,19,no,4,0,1,0,0,1.691858946,4
714,18,male,CaucAsian, school,8.003105457,14,no,3,0,0,0,0,2.069758206,3
715,18,female,Asian,bachelor,3.009909961,23,yes,1,1,1,0,0,1.057876127,4
716,18,female,CaucAsian,bachelor,10.07140149,20,no,4,0,0,0,0,1.321427207,4
717,17,male,African American,bachelor,16.0328518,3,yes,2,1,0,0,1,3.516940721,0
718,18,female,African American,none,8.830680208,21,yes,3,0,1,0,1,1.049157002,4
719,18,male,African American,high school,9.812271518,1,no,3,1,0,0,0,3.486141329,1
720,18,male,CaucAsian,bachelor,16.97535171,27,yes,0,1,0,0,1,0.586837405,4
721,16,female,Asian,high school,14.12116229,17,no,4,0,1,0,0,2.358815897,3
722,17,female,CaucAsian,high school,9.80908817,1,no,2,0,0,0,0,3.152222286,1
723,18,female,CaucAsian,bachelor,5.153912964,24,no,1,0,0,0,0,0.587835083,4
724,15,male,Asian,high school,17.69853494,14,no,3,1,1,0,1,2.668893329,2
725,15,male,Asian,high school,11.54040803,29,no,3,0,0,0,0,0.304372034,4
726,15,female,CaucAsian,bachelor,4.422952202,25,no,0,0,1,0,0,0.280670308,4
727,17,female,CaucAsian,high school,5.382395053,18,no,1,1,0,0,0,0.873091197,4
728,17,female,CaucAsian, school,16.06266178,14,no,3,0,0,0,0,2.330783483,3
729,15,female,CaucAsian, school,0.882911242,25,no,0,1,1,1,0,0.318850909,4
730,18,male,CaucAsian,bachelor,19.84184374,19,no,4,0,0,0,0,1.792289321,4
731,17,female,CaucAsian,high school,2.607033594,9,no,3,0,1,0,0,2.573219137,2
732,15,male,CaucAsian,bachelor,15.92137051,27,no,2,0,1,0,0,1.084490126,4
733,15,male,Asian, school,7.895506335,23,no,2,1,1,0,1,1.08669668,4
734,18,female,African American,bachelor,9.844323666,19,no,2,0,0,1,1,1.004112663,4
735,16,female,African American,high school,17.61301155,10,yes,2,1,0,0,0,2.824604893,2
736,17,female,CaucAsian,bachelor,8.258223792,25,yes,3,0,1,1,1,1.364373782,4
737,18,male,others, school,10.74987507,9,no,4,0,0,0,1,2.607286401,2
738,15,female,Asian,bachelor,0.985993248,28,yes,2,1,0,1,0,0.568468084,4
739,15,female,Asian,bachelor,0.046949477,22,no,2,0,0,0,1,0.573796193,4
740,18,male,Asian,bachelor,4.89599746,4,no,1,0,0,0,0,2.258071035,3
741,17,female,others,bachelor,13.61166186,8,yes,3,0,0,0,0,2.840092975,2
742,16,male,African American,none,2.425297867,19,no,3,1,1,0,0,1.683117263,4
743,16,female,CaucAsian,bachelor,2.275239176,18,yes,3,1,0,0,0,1.72090715,4
744,15,male,African American,none,8.219212161,12,no,0,0,0,0,0,1.537783909,4
745,17,female,Asian,bachelor,12.95674077,17,no,3,0,1,0,0,2.063463508,3
746,16,female,Asian,high school,14.24143984,16,no,2,1,0,0,0,1.87854751,4
747,17,male,African American,bachelor,3.569013482,26,no,3,1,1,0,1,0.863270859,4
748,17,male,CaucAsian,high school,1.591762947,5,no,3,0,0,0,0,2.513286133,2
749,15,female,CaucAsian,bachelor,18.80794068,9,no,3,1,1,0,1,2.77216327,2
750,16,male,others,bachelor,5.213327651,1,yes,2,0,0,0,0,2.888385936,2
751,18,male,African American,high school,17.06692995,23,no,3,0,1,0,0,1.337161049,4
752,15,male,African American,high school,17.26982901,5,no,0,0,0,0,0,2.370611615,3
753,16,male,CaucAsian,high school,15.45045184,27,no,3,0,0,1,0,0.854464648,4
754,16,female,CaucAsian, school,3.376672133,27,yes,0,0,0,0,0,0.322641827,4
755,16,female,Asian,bachelor,16.43602919,20,no,2,1,1,0,0,1.834226997,4
756,16,male,African American,bachelor,15.38501118,12,no,1,0,0,0,0,1.990060452,4
757,16,male,Asian,high school,11.9344598,17,yes,3,0,1,0,0,2.226983394,3
758,17,male,CaucAsian,bachelor,6.744040703,6,no,2,0,0,0,1,2.608386898,2
759,15,male,African American, school,5.250172085,1,no,3,1,0,0,0,3.406339082,1
760,17,female,CaucAsian, school,2.437784242,28,yes,3,1,0,0,0,0.867034374,4
761,18,female,Asian,bachelor,10.19514134,13,yes,3,0,1,0,0,2.166091325,3
762,16,male,CaucAsian,none,11.70521751,4,no,1,0,1,0,0,2.422928333,3
763,15,male,CaucAsian,high school,7.18677981,17,no,3,0,1,0,0,1.509557878,4
764,16,male,African American,none,9.507181354,10,yes,2,0,1,0,0,2.443857264,3
765,15,female,others,high school,7.270289147,9,no,0,0,0,0,0,2.003828379,3
766,17,male,CaucAsian,high school,12.82012115,10,yes,1,0,1,0,0,2.465306489,3
767,15,female,Asian,high school,18.02518416,26,no,1,1,0,1,0,0.844792002,4
768,18,male,CaucAsian,high school,3.278405241,1,no,0,0,1,0,0,2.731058898,2
769,18,female,CaucAsian, school,7.628176198,14,no,2,0,0,0,0,1.736011489,4
770,15,male,CaucAsian,bachelor,2.817372079,6,yes,0,0,1,0,0,2.589670731,2
771,15,female,CaucAsian, school,12.49887541,8,yes,2,1,0,0,0,2.742361123,2
772,15,male,African American,bachelor,14.57741019,4,no,1,0,0,0,0,2.49591944,3
773,15,male,CaucAsian,high school,18.63825465,6,yes,1,0,0,1,0,2.853437194,2
774,18,male,CaucAsian,bachelor,5.577438525,19,no,4,1,0,0,0,1.591347992,4
775,16,female,others,high school,19.00422412,1,no,2,0,0,1,0,3.209673328,1
776,15,male,CaucAsian,bachelor,1.265253436,2,yes,1,0,1,0,0,3.127617865,1
777,15,female,Asian,high school,12.06027727,1,yes,2,0,1,1,1,3.453275897,1
778,18,female,CaucAsian,higher,1.142654387,20,yes,1,1,0,0,0,0.822773567,4
779,18,male,African American,high school,17.87548376,21,yes,0,0,0,0,0,1.217335228,4
780,17,male,CaucAsian,high school,10.59618114,22,no,0,1,0,0,0,0.762684311,4
781,15,male,CaucAsian, school,13.38696702,18,no,4,0,1,1,0,2.145848671,3
782,17,female,CaucAsian,none,16.63147852,3,yes,3,0,0,0,0,3.299131002,1
783,18,male,CaucAsian,bachelor,3.00621245,23,no,3,1,0,1,0,1.170812285,4
784,18,female,CaucAsian,bachelor,0.771831239,19,no,4,0,0,0,1,1.424595653,4
785,16,female,African American, school,17.57762292,6,no,4,0,0,0,0,2.902659367,2
786,15,male,Asian,higher,6.298664549,27,no,3,0,0,1,0,0.691477419,4
787,17,male,Asian,higher,2.579578159,21,yes,3,1,0,1,1,1.8865425,4
788,18,male,African American,none,9.369224742,6,no,2,0,0,0,1,2.635341351,2
789,18,male,CaucAsian, school,11.96612151,16,yes,1,0,0,0,0,1.500339419,4
790,17,male,CaucAsian,bachelor,0.619412068,18,no,2,0,0,1,0,1.235553816,4
791,16,male,CaucAsian,bachelor,5.497913165,21,no,2,0,0,0,0,0.604613406,4
792,18,female,CaucAsian,high school,0.655997486,15,no,4,0,0,0,0,1.388138976,4
793,15,female,African American,bachelor,8.406707784,2,no,2,0,0,1,0,3.300552206,1
794,18,female,African American,higher,17.90200058,14,no,3,0,0,0,1,2.168641593,3
795,15,male,CaucAsian, school,19.65304823,13,no,2,1,1,0,0,2.79726748,2
796,17,female,CaucAsian,bachelor,12.74095107,14,no,1,0,0,0,0,1.717458615,4
797,15,female,Asian,none,3.232753876,13,no,2,0,1,0,0,1.687900492,4
798,17,female,Asian,high school,18.1169878,6,no,2,1,0,0,0,2.952145863,2
799,15,female,CaucAsian, school,10.32495646,24,no,2,1,0,0,0,0.963375009,4
800,17,female,others,bachelor,3.074986242,2,no,2,1,0,0,0,3.334971828,1
801,15,male,others,bachelor,18.43453339,29,no,1,0,0,0,0,0.443640655,4
802,16,male,CaucAsian,none,15.14938101,16,yes,2,1,0,0,0,1.955791739,4
803,15,female,CaucAsian,bachelor,14.63410545,9,no,3,1,1,0,0,2.850351339,2
804,15,female,African American,bachelor,14.18361408,14,yes,2,0,1,0,0,2.370067422,3
805,16,female,others, school,4.006796422,28,yes,2,0,0,0,0,0.152590779,4
806,18,male,Asian,bachelor,4.220133834,5,no,0,0,0,0,0,2.123043127,3
807,18,male,CaucAsian,high school,13.76585997,27,yes,1,1,0,1,1,0.922013232,4
808,15,female,CaucAsian,bachelor,4.394455002,16,no,2,0,0,0,1,1.428993238,4
809,16,male,African American,none,8.773433936,16,yes,2,0,1,0,0,1.893440916,4
810,15,male,African American,higher,15.64003651,13,yes,2,0,0,0,0,1.939584666,4
811,17,female,CaucAsian,high school,15.67905036,23,no,3,1,1,0,0,1.511276997,4
812,17,male,Asian,bachelor,9.065235451,24,no,1,0,0,1,0,0.825604174,4
813,15,male,African American,high school,15.84379877,17,no,0,1,0,0,0,1.764354309,4
814,18,female,Asian,bachelor,16.77243592,24,no,2,1,0,0,0,1.2955949,4
815,18,male,Asian,bachelor,13.09551503,4,no,2,0,0,0,0,2.473717178,3
816,15,male,Asian,bachelor,4.568517046,28,no,2,0,0,1,0,0.019798485,4
817,15,female,CaucAsian,high school,5.480235608,7,no,3,0,0,0,0,2.202958506,3
818,17,male,African American,high school,6.296823108,6,no,3,1,0,0,0,3.040025436,1
819,18,male,CaucAsian,high school,2.336082155,22,yes,1,1,0,0,0,1.069079987,4
820,15,female,African American,bachelor,5.463192407,3,yes,4,1,0,0,0,3.941760022,0
821,17,female,CaucAsian,none,4.190384486,17,no,1,0,0,1,0,1.482595973,4
822,18,female,African American,bachelor,9.106574996,4,no,3,0,1,0,0,3.042275369,1
823,16,male,CaucAsian, school,18.16875096,15,no,3,0,1,0,0,2.10396651,3
824,17,female,CaucAsian, school,2.089606335,13,no,3,0,0,0,0,1.787522329,4
825,18,male,CaucAsian,bachelor,14.40535848,26,yes,1,1,0,0,1,1.100381883,4
826,18,female,CaucAsian,bachelor,13.74566009,26,no,2,0,0,0,0,0.854558289,4
827,17,male,Asian,none,1.915083973,18,no,2,0,1,0,1,1.199651388,4
828,16,female,Asian,bachelor,18.4514481,13,yes,1,0,0,0,0,2.591940919,2
829,17,female,African American, school,11.36944404,8,yes,0,0,0,0,1,2.282212745,3
830,18,female,CaucAsian,high school,7.274510423,5,no,2,0,0,0,0,2.754877493,2
831,15,female,CaucAsian,bachelor,15.13077167,16,no,2,0,1,0,0,1.921268647,4
832,15,male,CaucAsian, school,5.147309168,18,no,3,1,0,1,0,1.583556496,4
833,17,female,CaucAsian, school,13.87019674,11,no,1,0,0,1,0,1.723385686,4
834,18,female,Asian,high school,0.794224151,3,yes,3,1,0,0,0,2.876055005,2
835,15,male,CaucAsian,bachelor,16.78816075,15,no,1,0,0,0,0,1.88899193,4
836,18,female,CaucAsian,high school,8.96341694,24,no,3,1,1,0,0,1.369369967,4
837,17,male,CaucAsian,high school,12.73385829,10,yes,2,0,0,0,0,2.550546234,2
838,15,female,CaucAsian, school,4.424756396,21,yes,2,1,1,1,1,1.943573341,4
839,18,female,African American, school,13.54147425,3,yes,3,1,0,0,1,3.310401269,1
840,15,female,African American,bachelor,15.44480552,16,no,1,0,0,0,0,1.418938675,4
841,17,male,CaucAsian,none,9.464263738,7,no,1,0,1,0,0,2.353054655,3
842,18,female,CaucAsian, school,12.35453848,13,no,2,0,0,1,0,1.752886206,4
843,15,female,CaucAsian,bachelor,9.126518476,26,no,1,1,0,1,0,0.513962989,4
844,17,female,CaucAsian,high school,17.88182739,1,no,2,0,0,0,0,3.021954868,1
845,15,male,CaucAsian,bachelor,9.95738361,10,no,1,0,1,0,1,1.834749448,4
846,15,male,others,none,16.83617418,10,no,3,0,0,0,0,2.275700147,3
847,16,female,African American,bachelor,16.02704117,23,yes,3,1,1,0,1,1.767646785,4
848,16,male,African American,bachelor,8.210096427,21,no,0,1,0,1,0,1.353723074,4
849,17,female,CaucAsian,high school,4.601689837,23,yes,3,0,1,0,0,1.034201169,4
850,16,female,CaucAsian,high school,8.121642651,5,no,2,0,0,0,0,2.758341831,2
851,17,female,African American,high school,16.52434752,20,yes,2,1,0,0,0,1.789966874,4
852,16,female,African American,none,4.552650716,20,no,2,1,0,0,0,1.223973607,4
853,15,female,Asian,bachelor,10.48872692,13,yes,3,0,1,0,1,2.443619105,3
854,17,female,CaucAsian, school,16.12193496,29,no,2,0,1,1,0,0.362957003,4
855,17,female,African American,none,7.069549503,9,no,3,1,0,0,0,2.251753922,3
856,15,male,CaucAsian,none,12.84419274,25,yes,1,0,0,0,0,0.900041692,4
857,17,male,Asian,bachelor,4.912631481,26,no,4,0,0,0,0,0.656616923,4
858,17,male,African American, school,2.185588907,7,no,3,1,0,0,0,2.186426951,3
859,16,male,African American,high school,15.8876845,6,yes,1,0,0,1,1,2.883136266,2
860,17,male,CaucAsian,high school,1.979372468,7,yes,3,1,0,0,0,2.877853698,2
861,18,male,African American,bachelor,5.427627902,27,no,2,0,0,0,0,0.01206349,4
862,15,male,CaucAsian,high school,17.10218844,7,no,1,1,0,0,0,2.583738163,2
863,16,female,CaucAsian,none,6.929385742,22,no,1,0,1,0,0,1.161554531,4
864,16,female,CaucAsian,bachelor,19.46090699,1,no,0,1,0,0,0,3.301690513,1
865,18,female,African American,bachelor,19.5946867,26,yes,3,0,0,0,0,1.505172773,4
866,15,female,CaucAsian,bachelor,5.365520409,15,no,2,0,0,0,0,1.385696221,4
867,15,male,CaucAsian,bachelor,0.819564445,8,no,2,0,0,0,1,2.240923949,3
868,16,male,Asian,bachelor,14.10126568,12,yes,1,1,0,0,0,2.116723382,3
869,17,female,CaucAsian,high school,9.019730053,22,no,2,0,0,0,1,1.036656834,4
870,16,female,African American,high school,2.015056879,11,no,2,0,0,0,0,1.617460207,4
871,15,male,CaucAsian,high school,14.15045638,26,no,3,0,0,0,0,0.865945542,4
872,18,female,CaucAsian,high school,0.623498182,21,no,4,0,1,0,0,1.320245987,4
873,16,female,Asian,bachelor,17.40393381,24,no,2,1,0,0,1,1.259764683,4
874,15,female,CaucAsian, school,2.773050582,28,no,2,1,0,0,0,0.081573184,4
875,16,female,CaucAsian,higher,2.546237575,16,no,2,0,1,1,0,1.689673085,4
876,17,male,African American,bachelor,3.513445959,26,no,3,0,0,0,1,0.46042165,4
877,16,female,African American,high school,19.20532717,1,no,1,1,0,0,0,3.577043897,0
878,16,female,African American,high school,13.86338721,12,no,2,1,0,0,0,2.087872127,3
879,15,male,CaucAsian, school,16.02743071,0,no,3,1,0,0,0,3.369584362,1
880,15,male,CaucAsian,bachelor,7.952699715,25,no,0,0,0,0,0,0,4
881,15,female,Asian,bachelor,6.72625455,27,no,1,0,0,0,0,0.094651592,4
882,16,male,African American,bachelor,4.689680136,18,no,3,0,1,0,0,1.405315628,4
883,17,female,Asian,bachelor,9.612960566,10,no,1,0,0,0,0,1.87826418,4
884,18,female,Asian, school,11.03657467,4,no,2,1,0,0,0,2.87190477,2
885,18,male,Asian,none,12.63549687,0,yes,2,0,0,0,0,3.70794804,0
886,15,female,CaucAsian,bachelor,5.14237008,19,no,2,0,0,1,0,1.174868091,4
887,15,female,CaucAsian, school,18.97308162,29,yes,1,1,0,0,0,0.995449642,4
888,16,female,Asian,high school,3.395169964,12,yes,4,0,1,0,0,2.528711257,2
889,18,female,CaucAsian,bachelor,19.3130635,7,no,0,1,1,0,0,2.59683449,2
890,15,male,CaucAsian,high school,0.29712245,5,no,3,0,0,0,0,2.460606774,3
891,17,male,Asian,higher,9.622513836,28,yes,0,0,0,0,0,0.547780724,4
892,17,female,Asian,none,6.667356762,16,no,2,0,1,0,0,1.803054427,4
893,15,male,CaucAsian,bachelor,8.982468279,11,yes,1,0,0,0,0,2.309975848,3
894,15,female,CaucAsian,high school,11.41329158,0,no,1,0,0,0,0,3.093363943,1
895,18,female,CaucAsian,bachelor,8.71178316,2,no,1,0,0,0,0,2.615900724,2
896,18,female,Asian,high school,8.296937006,13,no,2,0,1,0,0,2.276918318,3
897,16,female,others,high school,14.65446831,25,no,2,1,0,0,0,1.051531526,4
898,18,female,CaucAsian,bachelor,13.7175255,7,no,1,0,1,0,0,2.747706159,2
899,17,male,CaucAsian, school,16.66542564,10,no,4,0,0,0,0,2.621670104,2
900,17,female,Asian,high school,4.999179625,26,yes,1,0,0,0,0,0.243298094,4
901,15,male,CaucAsian,high school,12.1905702,13,yes,2,0,0,0,0,2.194706521,3
902,18,male,African American,bachelor,11.70389571,7,no,1,0,0,0,1,2.639906488,2
903,16,female,others,bachelor,7.394756217,28,yes,2,0,1,0,0,0.833493418,4
904,17,female,CaucAsian, school,9.721150838,2,yes,3,0,0,0,0,3.402401591,1
905,17,female,African American,high school,6.275642866,6,yes,2,0,0,1,0,2.616291695,2
906,16,female,CaucAsian,bachelor,2.836887952,27,no,1,0,0,0,0,0.339715385,4
907,16,female,CaucAsian,high school,4.276024213,18,yes,1,1,0,0,1,1.69772878,4
908,17,male,Asian,high school,2.110272928,3,no,3,0,0,0,0,2.356856807,3
909,17,female,CaucAsian,bachelor,13.6613915,24,no,1,0,0,0,0,0.84562484,4
910,16,female,others,bachelor,13.21454786,15,yes,2,1,0,1,0,2.246545273,3
911,17,male,African American,bachelor,19.01212743,12,no,1,1,1,0,0,2.478699183,3
912,15,male,CaucAsian,high school,14.59356827,19,no,1,1,0,1,1,1.374288283,4
913,15,female,CaucAsian,bachelor,1.040916775,18,yes,1,0,1,0,0,1.355381045,4
914,16,male,CaucAsian,bachelor,17.68490348,4,no,3,1,0,0,0,3.06049075,1
915,18,female,CaucAsian,higher,17.25350326,22,yes,3,1,0,0,0,1.556957122,4
916,16,male,CaucAsian,high school,8.866406415,4,yes,2,1,0,0,0,3.219531248,1
917,16,male,CaucAsian,high school,11.71726101,19,no,1,0,1,0,0,1.150153548,4
918,18,female,CaucAsian,high school,19.52156665,23,no,2,0,0,1,1,1.321429302,4
919,18,male,Asian,bachelor,10.64608728,3,yes,2,1,1,0,0,3.491326588,1
920,18,male,African American,high school,18.10643657,1,no,2,0,0,1,1,3.869586724,0
921,15,male,Asian, school,1.660775156,25,yes,0,0,0,0,1,0.170463613,4
922,17,male,CaucAsian,high school,3.821037374,12,yes,4,0,0,0,0,2.19738729,3
923,15,male,CaucAsian, school,8.815098869,29,no,2,0,0,0,0,0.021155583,4
924,17,male,African American,high school,11.69513617,15,no,4,0,0,1,0,2.386799507,3
925,15,female,CaucAsian,bachelor,16.32455704,21,yes,0,0,1,0,0,1.361031288,4
926,17,female,CaucAsian, school,19.7652423,1,no,1,1,1,0,0,3.51068089,0
927,15,male,Asian,high school,7.777029929,18,no,1,0,1,0,0,1.43737075,4
928,18,female,Asian,higher,0.948312723,16,yes,3,0,1,1,0,1.804417459,4
929,16,female,African American,bachelor,16.02343007,4,yes,2,1,1,0,0,3.262269864,1
